Market Code,Supplier,Supplier Depot,Price List ID, Price List Name,SKU,PID,Category,Sub Category,Tertiary Category,Description,Comments,Brand,Brand Type,Pack Description,No. Packs in a Case,No. Units in a Single Pack,Unit Size,Unit Measure,Unit Name,Tax Rate,Price,Units per Case, Converted To,Unit Price, Purchaser Units Attached
,"Diageo Ireland",,"4201","Diageo Price List (Inc Spirits)","634196",744339,"Drinks","Spirits & Liquors","Whiskey - Scotch","VAT 69 Whiskey",,"VAT 69",,"12x70cl ",12.0000,1,"70.000","cl",,23%,"239.69","840.0000000","cl","0.2853","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Diageo Ireland",,"4201","Diageo Price List (Inc Spirits)","705683",718013,"Drinks","Spirits & Liquors","Vodka","Ciroc Vodka",,"Ciroc",,"6x70cl",6.0000,1,"70.000","cl",,23%,"301.24","420.0000000","cl","0.7172","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Spirits","Diageo Ireland",,"4201","Diageo Price List (Inc Spirits)","771689",708677,"Drinks","Spirits & Liquors","Gin","Tanqueray Gin",,"Tanqueray",,"6x70cl",6.0000,1,"70.000","cl",,23%,"140.11","420.0000000","cl","0.3336","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Diageo Ireland",,"4201","Diageo Price List (Inc Spirits)","740973",654287,"Drinks","Beer","Beer - Draught","Rockshore Beer : Irish Lager : 30L Keg",,"Rockshore",,"1x30ltr",1.0000,1,"30.000","ltr",,23%,"108.90","30.0000000","ltr","3.63","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Diageo Ireland",,"4201","Diageo Price List (Inc Spirits)","727451",650680,"Drinks","Spirits & Liquors","Whiskey - Irish","Roe & Coe Whiskey",,"Roe & Coe",,"6x70cl",6.0000,1,"70.000","cl",,23%,"204.14","420.0000000","cl","0.486","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Diageo Ireland",,"4201","Diageo Price List (Inc Spirits)","756873",616244,"Drinks","Spirits & Liquors","Tequila","Don Julio Tequila Blanco",,"Don Julio",,"6x70cl",6.0000,1,"70.000","cl",,23%,"314.98","420.0000000","cl","0.75","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Diageo Ireland",,"4201","Diageo Price List (Inc Spirits)","778317",616243,"Drinks","Spirits & Liquors","Gin","Gordons Gin : Pink",,"Gordons",,"12x70cl",12.0000,1,"70.000","cl",,23%,"248.62","840.0000000","cl","0.296","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Diageo Ireland",,"4201","Diageo Price List (Inc Spirits)","740481",608627,"Drinks","Beer","Beer - Draught","Open Gate Brewery Beer : IPA : 30L Keg : Citra",,"Open Gate Brewery",,"1x30ltr",1.0000,1,"30.000","ltr",,23%,"107.34","30.0000000","ltr","3.578","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Diageo Ireland",,"4201","Diageo Price List (Inc Spirits)","735424",597448,"Drinks","Spirits & Liquors","Rum","Captain Morgan White Rum",,"Captain Morgan",,"6x70cl ",6.0000,1,"70.000","cl",,23%,"119.63","420.0000000","cl","0.2848","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Diageo Ireland",,"4201","Diageo Price List (Inc Spirits)","634367",542319,"Drinks","Beer","Beer - Draught","Guinness Stout : 30L Keg",,"Guinness",,"1x30ltr",1.0000,1,"30.000","ltr",,23%,"109.79","30.0000000","ltr","3.6597","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Cider","Diageo Ireland",,"4201","Diageo Price List (Inc Spirits)","101066",534874,"Drinks","Beer","Beer - Draught","Kilkenny Beer : Keg",,"Kilkenny",,"1x50ltr",1.0000,1,"50.000","ltr",,23%,"180.09","50.0000000","ltr","3.6018","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Diageo Ireland",,"4201","Diageo Price List (Inc Spirits)","749202",525531,"Drinks","Spirits & Liquors","Whiskey - Bourbon / American/ Canadian","Bulleit Bourbon Whiskey : Rye",,"Bulleit",,"6x70cl ",6.0000,1,"70.000","cl",,23%,"228.23","420.0000000","cl","0.5434","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Diageo Ireland",,"4201","Diageo Price List (Inc Spirits)","711818",520610,"Drinks","Beer","Beer - Draught","Hop House 13 Beer : Lager : 50L Keg",,"Hop House 13",,"1x50ltr",1.0000,1,"50.000","ltr",,23%,"181.50","50.0000000","ltr","3.63","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Fortified Wine","Diageo Ireland",,"4201","Diageo Price List (Inc Spirits)","764610",517755,"Drinks","Spirits & Liquors","Martini/Vermouth","Pimms Pimms No. 1",,"Pimms",,"6x70cl",6.0000,1,"70.000","cl",,23%,"115.74","420.0000000","cl","0.2756","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Spirits","Diageo Ireland",,"4201","Diageo Price List (Inc Spirits)","686719",510948,"Drinks","Spirits & Liquors","Whiskey - Scotch","Black & White Whisky",,"Black & White",,"12x70cl",12.0000,1,"70.000","cl",,23%,"236.86","840.0000000","cl","0.282","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Beer","Diageo Ireland",,"4201","Diageo Price List (Inc Spirits)","662569",487883,"Drinks","Beer","Beer - Draught","Smithwicks : Pale Ale",,,,"1x30ltr",1.0000,1,"30.000","ltr",,23%,"107.46","30.0000000","ltr","3.582","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Beer","Diageo Ireland",,"4201","Diageo Price List (Inc Spirits)","627509",487881,"Drinks","Beer","Beer - Draught","Smithwicks Smithwicks : 30L Keg",,"Smithwicks",,"1x30ltr",1.0000,1,"30.000","ltr",,23%,"105.22","30.0000000","ltr","3.5073","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Spirits","Diageo Ireland",,"4201","Diageo Price List (Inc Spirits)","696948",441122,"Drinks","Spirits & Liquors","Whiskey - Scotch","Johnnie Walker Whisky : Gold Label : Reserve",,"Johnnie Walker",,"6x70cl ",6.0000,1,"70.000","cl",,23%,"382.44","420.0000000","cl","0.9106","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Spirits","Diageo Ireland",,"4201","Diageo Price List (Inc Spirits)","713777",431509,"Drinks","Spirits & Liquors","Rum","Pampero Rum : Blanco",,"Pampero",,"6x70cl",6.0000,1,"70.000","cl",,23%,"143.60","420.0000000","cl","0.3419","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Spirits","Diageo Ireland",,"4201","Diageo Price List (Inc Spirits)","714088",373791,"Drinks","Spirits & Liquors","Vodka","Smirnoff Vodka : Lime",,"Smirnoff",,"6x70cl",6.0000,1,"70.000","cl",,23%,"116.91","420.0000000","cl","0.2784","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Spirits","Diageo Ireland",,"4201","Diageo Price List (Inc Spirits)","715237",361051,"Drinks","Spirits & Liquors","Whiskey - Scotch","Cardhu Whiskey : 12YO",,"Cardhu",,"6x70cl ",6.0000,1,"70.000","cl",,23%,"258.37","420.0000000","cl","0.6152","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Liquors","Diageo Ireland",,"4201","Diageo Price List (Inc Spirits)","672614",273746,"Drinks","Spirits & Liquors","Liqueurs & Other","Baileys Liqueur : Irish Cream",,"Baileys",,"12x70cl",12.0000,1,"70.000","cl",,23%,"200.17","840.0000000","cl","0.2383","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Beer","Diageo Ireland",,"4201","Diageo Price List (Inc Spirits)","101033",272364,"Drinks","Beer","Beer - Draught","Harp Lager : Keg",,"Harp",,"1x50ltr",1.0000,1,"50.000","ltr",,23%,"179.40","50.0000000","ltr","3.588","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Beer","Diageo Ireland",,"4201","Diageo Price List (Inc Spirits)","691578",272301,"Drinks","Beer","Beer - Draught","Guinness Stout : 20L Keg",,"Guinness",,"1x20ltr",1.0000,1,"20.000","ltr",,23%,"72.88","20.0000000","ltr","3.644","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Beer","Diageo Ireland",,"4201","Diageo Price List (Inc Spirits)","101038",272186,"Drinks","Beer","Beer - Draught","Smithwicks ",,"Smithwicks",,"1x50ltr",1.0000,1,"50.000","ltr",,23%,"175.42","50.0000000","ltr","3.5084","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Beer","Diageo Ireland",,"4201","Diageo Price List (Inc Spirits)","535366",272074,"Drinks","Beer","Beer - Draught","Carlsberg Beer : Lager : 30L Keg",,"Carlsberg",,"1x30ltr",1.0000,1,"30.000","ltr",,23%,"108.87","30.0000000","ltr","3.629","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Spirits","Diageo Ireland",,"4201","Diageo Price List (Inc Spirits)","749201",271313,"Drinks","Spirits & Liquors","Whiskey - Bourbon / American/ Canadian","Bulleit Bourbon Whiskey",,"Bulleit",,"6x70cl ",6.0000,1,"70.000","cl",,23%,"203.44","420.0000000","cl","0.4844","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Spirits","Diageo Ireland",,"4201","Diageo Price List (Inc Spirits)","711731",252748,"Drinks","Spirits & Liquors","Tequila","Don Julio Tequila Anejo",,"Don Julio",,"6x70cl",6.0000,1,"70.000","cl",,23%,"392.81","420.0000000","cl","0.9353","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Spirits","Diageo Ireland",,"4201","Diageo Price List (Inc Spirits)","762366",252549,"Drinks","Spirits & Liquors","Whiskey - Scotch","Talisker Whisky : 10YO : Single Malt",,"Talisker",,"6x70cl",6.0000,1,"70.000","cl",,23%,"264.86","420.0000000","cl","0.6306","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Spirits","Diageo Ireland",,"4201","Diageo Price List (Inc Spirits)","713814",225607,"Drinks","Spirits & Liquors","Rum","Pampero Rum : Especial",,"Pampero",,"6x70cl ",6.0000,1,"70.000","cl",,23%,"147.65","420.0000000","cl","0.3515","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Beer","Diageo Ireland",,"4201","Diageo Price List (Inc Spirits)","706390",224299,"Drinks","Beer","Beer - Draught","Hop House 13 Beer : Lager : 30L Keg",,"Hop House 13",,"1x30ltr",1.0000,1,"30.000","ltr",,23%,"108.90","30.0000000","ltr","3.63","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Spirits","Diageo Ireland",,"4201","Diageo Price List (Inc Spirits)","746362",220032,"Drinks","Spirits & Liquors","Vodka","Ketel One Vodka",,"Ketel One",,"6x70cl ",6.0000,1,"70.000","cl",,23%,"201.62","420.0000000","cl","0.48","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Beer","Diageo Ireland",,"4201","Diageo Price List (Inc Spirits)","660488",213404,"Drinks","Beer","Beer - Draught","Tuborg Beer : 50L Keg",,"Tuborg",,"1x50ltr",1.0000,1,"50.000","ltr",,23%,"134.91","50.0000000","ltr","2.6982","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Spirits","Diageo Ireland",,"4201","Diageo Price List (Inc Spirits)","688868",211080,"Drinks","Spirits & Liquors","Whiskey - Scotch","Johnnie Walker Whisky : Blue Label",,"Johnnie Walker",,"6x70cl ",6.0000,1,"70.000","cl",,23%,"1387.81","420.0000000","cl","3.3043","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Spirits","Diageo Ireland",,"4201","Diageo Price List (Inc Spirits)","773577",211038,"Drinks","Spirits & Liquors","Whiskey - Scotch","Bells Whiskey",,"Bells",,"12x70cl ",12.0000,1,"70.000","cl",,23%,"245.24","840.0000000","cl","0.292","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Spirits","Diageo Ireland",,"4201","Diageo Price List (Inc Spirits)","766870",211016,"Drinks","Spirits & Liquors","Vodka","Smirnoff Vodka : Red Label",,"Smirnoff",,"12x70cl ",12.0000,1,"70.000","cl",,23%,"239.23","840.0000000","cl","0.2848","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Spirits","Diageo Ireland",,"4201","Diageo Price List (Inc Spirits)","735465",210980,"Drinks","Spirits & Liquors","Rum","Captain Morgan Rum : Spiced",,"Captain Morgan",,"6x70cl ",6.0000,1,"70.000","cl",,23%,"124.07","420.0000000","cl","0.2954","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Diageo Ireland",,"4201","Diageo Price List (Inc Spirits)","765117",210861,"Drinks","Spirits & Liquors","Gin","Gordons Gin",,"Gordons",,"12x70cl ",12.0000,1,"70.000","cl",,23%,"232.63","840.0000000","cl","0.2769","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Beer","Diageo Ireland",,"4201","Diageo Price List (Inc Spirits)","691305",210682,"Drinks","Beer","Beer - Draught","Carlsberg Lager : Keg",,"Carlsberg",,"1x20ltr",1.0000,1,"20.000","ltr",,23%,"75.56","20.0000000","ltr","3.778","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Beer","Diageo Ireland",,"4201","Diageo Price List (Inc Spirits)","101035",210681,"Drinks","Beer","Beer - Draught","Carlsberg Beer : Lager : 50L Keg",,"Carlsberg",,"1x50ltr",1.0000,1,"50.000","ltr",,23%,"181.50","50.0000000","ltr","3.63","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Beer","Diageo Ireland",,"4201","Diageo Price List (Inc Spirits)","535328",210679,"Drinks","Beer","Beer - Draught","Guinness Stout : Mid Strength : Keg",,"Guinness",,"1x30ltr",1.0000,1,"30.000","ltr",,23%,"94.91","30.0000000","ltr","3.1637","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
"Beer","Diageo Ireland",,"4201","Diageo Price List (Inc Spirits)","101044",210665,"Drinks","Beer","Beer - Draught","Guinness Stout : 50L Keg",,"Guinness",,"1x50ltr",1.0000,1,"50.000","ltr",,23%,"175.95","50.0000000","ltr","3.519","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Comans Beverages Ltd",,"57771","Greyhound Racing Ireland Group Price List","11637",1653651,"[PW] PAC","Drinks","Water","Ishka still water 500ML",,,,"24 x 500 ml",24.0000,1,"500.000","ml",,23%,"6.70","12.0000000","ltr","0.5583","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Comans Beverages Ltd",,"57771","Greyhound Racing Ireland Group Price List","11520",1640606,"[PW] PAC","Drinks","Water","RIVER ROCK SPARK  330ML N/R",,,,"24 x 330 ml",24.0000,1,"330.000","ml",,23%,"14.59","7.9200000","ltr","1.8422","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Comans Beverages Ltd",,"57771","Greyhound Racing Ireland Group Price List","11278",1597555,"Drinks","Soft Drinks","Mixers","Three Cents Lemonade",,"Three Cents",,"24x200ml",24.0000,1,"200.000","ml",,23%,"20.00","4.8000000","ltr","4.1667","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Comans Beverages Ltd",,"57771","Greyhound Racing Ireland Group Price List","11274",1597554,"Drinks","Soft Drinks","Mixers","Three Cents Ginger Beer",,"Three Cents",,"24x200ml",24.0000,1,"200.000","ml",,23%,"20.00","4.8000000","ltr","4.1667","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Comans Beverages Ltd",,"57771","Greyhound Racing Ireland Group Price List","11279",1597553,"Drinks","Soft Drinks","Mixers","Three Cents Tonic Water",,"Three Cents",,"24x200ml",24.0000,1,"200.000","ml",,23%,"20.00","4.8000000","ltr","4.1667","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Comans Beverages Ltd",,"57771","Greyhound Racing Ireland Group Price List","11275",1597552,"Drinks","Soft Drinks","Mixers","Three Cents Soda Water : Mandarin & Bergamot",,"Three Cents",,"24x200ml",24.0000,1,"200.000","ml",,23%,"20.00","4.8000000","ltr","4.1667","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Comans Beverages Ltd",,"57771","Greyhound Racing Ireland Group Price List","11277",1597550,"Drinks","Soft Drinks","Mixers","Three Cents Soda Water : Pink Grapefruit",,"Three Cents",,"24x200ml",24.0000,1,"200.000","ml",,23%,"20.00","4.8000000","ltr","4.1667","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Comans Beverages Ltd",,"57771","Greyhound Racing Ireland Group Price List","11272",1597548,"Drinks","Soft Drinks","Mixers","Three Cents Tonic Water : Aegean",,"Three Cents",,"24x200ml",24.0000,1,"200.000","ml",,23%,"20.00","4.8000000","ltr","4.1667","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Comans Beverages Ltd",,"57771","Greyhound Racing Ireland Group Price List","11281",1597546,"Drinks","Soft Drinks","Mixers","Three Cents Soda Water : Two Cents Plain",,"Three Cents",,"24x200ml",24.0000,1,"200.000","ml",,23%,"20.00","4.8000000","ltr","4.1667","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
,"Comans Beverages Ltd",,"57771","Greyhound Racing Ireland Group Price List","11280",1597544,"Drinks","Soft Drinks","Mixers","Three Cents Tonic Water : Zero",,"Three Cents",,"24x200ml",24.0000,1,"200.000","ml",,23%,"20.00","4.8000000","ltr","4.1667","Shelbourne Park Greyhound Stadium, Newbridge Greyhound Stadium, Mullingar Greyhound Stadium, Limerick Greyhound Stadium, Kingdom Greyhound Stadium, Kilcohan Park Greyhound Stadium, Galway Greyhound Stadium, Curraheen Park Greyhound Stadium, ",
