EPOS ID, EPOS CODE, YIELD, GROUPING, MENU, COURSE, DISH, SELLING PRICE, TARGET GP, TAX, DISH ID
109489,1,1,Beverages,Mullingar,Red Wine Bottle,Montanas Y Mar Cabernet Sauvignon Chile 75cl,27.00,69,23.0000,52494,
109488,1,1,Beverages,Mullingar,Red Wine Bottle,Montgravet Merlot France 75cl,28.00,67,23.0000,52480,
109490,1,1,Beverages,Mullingar,Red Wine Bottle,Solandia Nero D'avola Italy 75cl,27.00,67.8,23.0000,52502,
109494,2,4.2,Beverages,Mullingar,Red Wine Glass,Montanas Y Mar Cabernet Sauvignon Chile 75cl,7.50,73.4,23.0000,52494,
109493,2,4.2,Beverages,Mullingar,Red Wine Glass,Montgravet Merlot France 75cl,7.50,70.6,23.0000,52480,
109495,2,4.2,Beverages,Mullingar,Red Wine Glass,Solandia Nero D'avola Italy 75cl,7.00,70.4,23.0000,52502,
109521,1,1,Beverages,Mullingar,Rum,Bacardi,5.50,79.56,23.0000,52716,
109522,1,1,Beverages,Mullingar,Rum,Captain Morgan Spiced,5.50,81,23.0000,52717,
109577,2,1,Beverages,Mullingar,Rum,Malibu,5.50,82.8,23.0000,52708,
109549,1,1,Beverages,Mullingar,Shots,Baby Guinness,6.00,76.2,23.0000,52726,
109548,1,1,Beverages,Mullingar,Shots,Tequila,6.00,77.42,23.0000,52713,
109514,1,1,Beverages,Mullingar,Vodka,Smirnoff Vodka,5.40,81.7,23.0000,52703,
109534,1,1,Beverages,Mullingar,Whiskey - American,Jack Daniels,5.80,72,23.0000,52714,
109578,1,1,Beverages,Mullingar,Whiskey - American,Southern Comfort,5.50,75.5,23.0000,52715,
109527,1,1,Beverages,Mullingar,Whiskey - Irish,Bushmills Original,5.30,76,23.0000,52705,
109525,1,1,Beverages,Mullingar,Whiskey - Irish,Jameson,5.20,72.5,23.0000,52699,
109532,1,1,Beverages,Mullingar,Whiskey - Irish,Paddys,5.20,75,23.0000,52744,
109526,1,1,Beverages,Mullingar,Whiskey - Irish,Powers,5.20,74,23.0000,52700,
109533,1,1,Beverages,Mullingar,Whisky - Scotch,Black & White,5.40,77.79,23.0000,52704,
109497,1,1,Beverages,Mullingar,White Wine Bottle,Borsari Pinot Grigio Garganega Italy 75cl,27.00,70.8,23.0000,52476,
109575,1,1,Beverages,Mullingar,White Wine Bottle,Copperfield Chenin Blanc South Africa 75cl,28.00,72.3,23.0000,52507,
109498,1,1,Beverages,Mullingar,White Wine Bottle,Lopez de Haro Rosado Spain 75cl,30.00,64.6,23.0000,52483,
109499,1,1,Beverages,Mullingar,White Wine Bottle,Marlborough Sun Sauvignon Blanc 75cl,39.00,64.5,23.0000,52491,
109500,1,1,Beverages,Mullingar,White Wine Bottle,Montanas Y Mar Sauvignon Blanc Chile 75cl,27.00,68.9,23.0000,52498,
109574,1,1,Beverages,Mullingar,White Wine Bottle,Solandia Grillo Italy 75cl,28.00,69.4,23.0000,52508,
109496,1,1,Beverages,Mullingar,White Wine Bottle,Tocornal Chardonnay Chile 75cl,27.00,70.2,23.0000,52475,
109502,2,4.2,Beverages,Mullingar,White Wine Glass,Borsari Pinot Grigio Garganega Italy 75cl,7.50,75,23.0000,52476,
109503,2,4.2,Beverages,Mullingar,White Wine Glass,Montanas Y Mar Sauvignon Blanc Chile 75cl,7.50,73.3,23.0000,52498,
109501,2,4.2,Beverages,Mullingar,White Wine Glass,Tocornal Chardonnay Chile 75cl,7.00,72.7,23.0000,52475,
109644,1,1,Beverages,Newbridge,Bottled Beer,Can WCC Original 250ml,6.50,69.29,23.0000,52362,
109645,1,1,Beverages,Newbridge,Bottled Beer,Can WCC Rose 250ml,6.50,69.29,23.0000,52364,
109639,1,1,Beverages,Newbridge,Bottled Beer,L/N Birra Moretti 330ml,6.60,71.3,23.0000,52352,
109636,1,1,Beverages,Newbridge,Bottled Beer,L/N Coors Light 330ml,6.60,78.61,23.0000,52348,
109640,1,1,Beverages,Newbridge,Bottled Beer,L/N Desperados 330ml,6.70,69.42,23.0000,52353,
109638,1,1,Beverages,Newbridge,Bottled Beer,L/N Heineken 0.0 330ml,5.50,77.47,23.0000,52351,
109635,1,1,Beverages,Newbridge,Bottled Beer,L/N Heineken 355ml,6.60,74.79,23.0000,52346,
109642,1,1,Beverages,Newbridge,Bottled Beer,L/N Smirnoff Ice 275ml,6.40,75.19,23.0000,52360,
109637,1,1,Beverages,Newbridge,Bottled Beer,L/N Sol 330ml,6.60,76.53,23.0000,52349,
109643,1,1,Beverages,Newbridge,Bottled Beer,L/N WKD Blue 275ml,6.40,77.3,23.0000,52361,
109641,1,1,Beverages,Newbridge,Bottled Beer,PT BTL Orchard Thieves 568ml,6.50,55.9,23.0000,52356,
109720,1,1,Beverages,Newbridge,Brandy,Hennessy,5.80,65.8,23.0000,52697,
109666,1,1,Beverages,Newbridge,Champagne/Sparkling Bottle,Dogarina Prosecco Italy 75cl,30.00,64.8,23.0000,52488,
109665,1,1,Beverages,Newbridge,Champagne/Sparkling Bottle,Lanson Black Label Brut France 75cl,90.00,45.83,23.0000,52486,
109668,1,1,Beverages,Newbridge,Champagne/Sparkling Bottle,Lanson Rose Label France 75cl,110.00,43.16,23.0000,52511,
109667,1,1,Beverages,Newbridge,Champagne/Sparkling Bottle,Segura Viudas Brut Reserva Cava Spain 75cl,40.00,59.18,23.0000,52510,
109781,1,1,Beverages,Newbridge,Cocktails,Cosmopolitan,11.00,70,23.0000,52696,
109632,1,1,Beverages,Newbridge,Draught Beer,GL Coors Light,4.00,67.6,23.0000,52340,
109630,1,1,Beverages,Newbridge,Draught Beer,GL Guinness,3.30,60,23.0000,52335,
109631,1,1,Beverages,Newbridge,Draught Beer,GL Heineken,4.00,67.6,23.0000,52338,
109634,1,1,Beverages,Newbridge,Draught Beer,GL Murphys Red Ale,3.50,63.8,23.0000,52344,
109633,1,1,Beverages,Newbridge,Draught Beer,GL Orchard Thieves,4.00,66.2,23.0000,52343,
109628,1,1,Beverages,Newbridge,Draught Beer,PT Coors Light,6.00,56.8,23.0000,52330,
109625,1,1,Beverages,Newbridge,Draught Beer,PT Guinness,5.50,55,23.0000,52105,
109626,1,1,Beverages,Newbridge,Draught Beer,PT Heineken,6.00,56.8,23.0000,52326,
109627,1,1,Beverages,Newbridge,Draught Beer,PT Murphys Red Ale,5.90,57.1,23.0000,52329,
109629,1,1,Beverages,Newbridge,Draught Beer,PT Orchards Thieves,6.00,55,23.0000,52334,
109704,1,1,Beverages,Newbridge,Gin,Glendalough Rose Gin,5.70,67.4,23.0000,52723,
109705,1,1,Beverages,Newbridge,Gin,Glendalough Wild Botanical Gin,5.70,65.5,23.0000,52732,
109703,1,1,Beverages,Newbridge,Gin,Gordons Original Gin,5.20,78,23.0000,52702,
109727,1,1,Beverages,Newbridge,Hot Beverages,Americano Coffee,3.20,88,23.0000,52517,
108335,1,1,Beverages,Newbridge,Hot Beverages,Americano Coffee - Takeaway,2.80,78.45,23.0000,52524,
108332,1,1,Beverages,Newbridge,Hot Beverages,Cappuccino Coffee,3.70,82.17,23.0000,52520,
108336,1,1,Beverages,Newbridge,Hot Beverages,Cappuccino Coffee - Takeaway,2.90,69.52,23.0000,52525,
108333,1,1,Beverages,Newbridge,Hot Beverages,Espresso Coffee,2.60,80.94,23.0000,52521,
108337,1,1,Beverages,Newbridge,Hot Beverages,Espresso Coffee - Takeaway,2.60,72.31,23.0000,52526,
108340,1,1,Beverages,Newbridge,Hot Beverages,Hot Chocolate,2.80,74.8,23.0000,52529,
108341,1,1,Beverages,Newbridge,Hot Beverages,Hot Chocolate - Takeaway,2.80,66.8,23.0000,52530,
108331,1,1,Beverages,Newbridge,Hot Beverages,Latte Coffee,3.70,83.56,23.0000,52518,
108338,1,1,Beverages,Newbridge,Hot Beverages,Latte Coffee - Takeaway,2.90,71.29,23.0000,52527,
108339,1,1,Beverages,Newbridge,Hot Beverages,Tea - Takeaway,2.30,79.59,23.0000,52528,
109728,1,1,Beverages,Newbridge,Hot Beverages,Tea Cup,2.30,89,23.0000,52515,
108334,1,1,Beverages,Newbridge,Hot Beverages,Tea Pot,2.30,77.99,23.0000,52523,
109717,1,1,Beverages,Newbridge,Liqueurs,Baileys Irish Cream,6.00,80,23.0000,52720,
109719,1,1,Beverages,Newbridge,Liqueurs,Jagermeister,6.00,79.5,23.0000,52707,
109716,1,1,Beverages,Newbridge,Liqueurs,Sambuca,6.00,75,23.0000,52712,
109718,1,1,Beverages,Newbridge,Liqueurs,Tia Maria,6.00,82.5,23.0000,52730,
109725,1,1,Beverages,Newbridge,Liqueurs Coffee,Baileys Coffee,6.90,80,23.0000,52727,
109723,1,1,Beverages,Newbridge,Liqueurs Coffee,Hot Irish Whiskey,6.00,69.9,23.0000,52724,
109726,1,1,Beverages,Newbridge,Liqueurs Coffee,Hot Port,6.00,81.3,23.0000,52750,
109724,1,1,Beverages,Newbridge,Liqueurs Coffee,Irish Coffee,6.90,70.5,23.0000,52725,
109671,1,1,Beverages,Newbridge,Minerals & Splits,BT Coca Cola 200ml,3.00,75.4,23.0000,52366,
109675,1,1,Beverages,Newbridge,Minerals & Splits,BT Coke Zero 200ml,3.00,77.1,23.0000,52371,
109678,1,1,Beverages,Newbridge,Minerals & Splits,BT Cranberry Juice 200ml,3.00,74.38,23.0000,52376,
109672,1,1,Beverages,Newbridge,Minerals & Splits,BT Diet Coke 200ml,3.00,77.1,23.0000,52367,
109701,1,1,Beverages,Newbridge,Minerals & Splits,BT Elderflower Tonic Water 200ml,3.50,80.2,23.0000,52437,
109674,1,1,Beverages,Newbridge,Minerals & Splits,BT Fanta Lemon 200ml,3.00,80,23.0000,52370,
109673,1,1,Beverages,Newbridge,Minerals & Splits,BT Fanta Orange 200ml,3.00,80,23.0000,52369,
109684,1,1,Beverages,Newbridge,Minerals & Splits,BT Ginger Ale 125ml,2.50,78,23.0000,52385,
109676,1,1,Beverages,Newbridge,Minerals & Splits,BT Lucozade,3.50,73,23.0000,52374,
109677,1,1,Beverages,Newbridge,Minerals & Splits,BT Orange Juice 200ml,3.00,74.38,23.0000,52375,
109682,1,1,Beverages,Newbridge,Minerals & Splits,BT Slimline Tonic 125ml,2.50,78,23.0000,52383,
109685,1,1,Beverages,Newbridge,Minerals & Splits,BT Soda Water 125ml,2.50,78,23.0000,52387,
109680,1,1,Beverages,Newbridge,Minerals & Splits,BT Sparkling Water 330ml,3.50,83,23.0000,52378,
109670,1,1,Beverages,Newbridge,Minerals & Splits,BT Sprite Zero 200ml,3.00,79.96,23.0000,52365,
109679,1,1,Beverages,Newbridge,Minerals & Splits,BT Still Water 330ml,3.50,83,23.0000,52377,
109681,1,1,Beverages,Newbridge,Minerals & Splits,BT Tonic Water 125ml,2.50,78,23.0000,52382,
109683,1,1,Beverages,Newbridge,Minerals & Splits,BT White Lemonade 125ml,2.50,77,23.0000,52384,
109700,1,1,Beverages,Newbridge,Minerals & Splits,Can Monster Energy 250ml,4.70,77,23.0000,52434,
109691,1,1,Beverages,Newbridge,Minerals & Splits,Dash Cordial Blackcurrant 150ml,1.00,81.27,23.0000,52412,
109690,1,1,Beverages,Newbridge,Minerals & Splits,Dash Cordial Lime 150ml,1.00,81.27,23.0000,52411,
109689,1,1,Beverages,Newbridge,Minerals & Splits,Dash Cordial Orange 150ml,1.00,81.27,23.0000,52408,
109687,1,1,Beverages,Newbridge,Minerals & Splits,Dash Red Lemonade 100ml,1.00,88.31,23.0000,52405,
109688,1,1,Beverages,Newbridge,Minerals & Splits,Dash White Lemonade 100ml,1.00,88.6,23.0000,52406,
109692,1,1,Beverages,Newbridge,Minerals & Splits,Jug of Cordial Blackcurrant 300ml,3.00,87.52,23.0000,52414,
109694,1,1,Beverages,Newbridge,Minerals & Splits,Jug of Cordial Lime 300ml,3.00,87.52,23.0000,52418,
109693,1,1,Beverages,Newbridge,Minerals & Splits,Jug of Cordial Orange 300ml,3.00,87.52,23.0000,52416,
109696,1,1,Beverages,Newbridge,Minerals & Splits,PT Cordial Blackcurrant 150ml,1.50,87.51,23.0000,52421,
109697,1,1,Beverages,Newbridge,Minerals & Splits,PT Cordial Lime 150ml,1.50,87.51,23.0000,52422,
109695,1,1,Beverages,Newbridge,Minerals & Splits,PT Cordial Orange 150ml,1.50,87.51,23.0000,52419,
109699,1,1,Beverages,Newbridge,Minerals & Splits,Splash Fanta Lemon 150ml ,1.00,68.22,23.0000,52428,
109698,1,1,Beverages,Newbridge,Minerals & Splits,Splash Fanta Orange 150ml ,1.00,70.41,23.0000,52426,
109686,1,1,Beverages,Newbridge,Minerals & Splits,Splash Lemon & Lime 150ml,1.00,72.37,23.0000,52402,
109669,1,1,Beverages,Newbridge,N/A Wine Bottle,Torres Natureo Moscatel Spain 75cl,18.00,64.1,23.0000,52512,
109651,1,1,Beverages,Newbridge,Red Wine Bottle,Aires Andinos Malbec Argentina 75cl,31.00,71.4,23.0000,52506,
109646,1,1,Beverages,Newbridge,Red Wine Bottle,Copperfield Pinotage South Africa 75cl,28.00,71.6,23.0000,52478,
109650,1,1,Beverages,Newbridge,Red Wine Bottle,Monologo Rioja Crianza Spain 75cl,31.00,64.2,23.0000,52505,
109648,1,1,Beverages,Newbridge,Red Wine Bottle,Montanas Y Mar Cabernet Sauvignon Chile 75cl,27.00,69,23.0000,52494,
109647,1,1,Beverages,Newbridge,Red Wine Bottle,Montgravet Merlot France 75cl,28.00,67,23.0000,52480,
109649,1,1,Beverages,Newbridge,Red Wine Bottle,Solandia Nero D'avola Italy 75cl,27.00,67.8,23.0000,52502,
109653,2,4.2,Beverages,Newbridge,Red Wine Glass,Montanas Y Mar Cabernet Sauvignon Chile 75cl,7.50,73.4,23.0000,52494,
109652,2,4.2,Beverages,Newbridge,Red Wine Glass,Montgravet Merlot France 75cl,7.50,70.6,23.0000,52480,
109654,2,4.2,Beverages,Newbridge,Red Wine Glass,Solandia Nero D'avola Italy 75cl,7.00,70.4,23.0000,52502,
109706,1,1,Beverages,Newbridge,Rum,Bacardi,5.50,79.56,23.0000,52716,
109707,1,1,Beverages,Newbridge,Rum,Captain Morgan Spiced,5.50,81,23.0000,52717,
109708,2,1,Beverages,Newbridge,Rum,Malibu,5.50,82.8,23.0000,52708,
109722,1,1,Beverages,Newbridge,Shots,Baby Guinness,6.00,76.2,23.0000,52726,
109721,1,1,Beverages,Newbridge,Shots,Tequila,6.00,77.42,23.0000,52713,
109702,1,1,Beverages,Newbridge,Vodka,Smirnoff Vodka,5.40,81.7,23.0000,52703,
109714,1,1,Beverages,Newbridge,Whiskey - American,Jack Daniels,5.80,72,23.0000,52714,
109715,1,1,Beverages,Newbridge,Whiskey - American,Southern Comfort,5.50,75.5,23.0000,52715,
109711,1,1,Beverages,Newbridge,Whiskey - Irish,Bushmills Original,5.30,76,23.0000,52705,
109709,1,1,Beverages,Newbridge,Whiskey - Irish,Jameson,5.20,72.5,23.0000,52699,
109712,1,1,Beverages,Newbridge,Whiskey - Irish,Paddys,5.20,75,23.0000,52744,
109710,1,1,Beverages,Newbridge,Whiskey - Irish,Powers,5.20,74,23.0000,52700,
109713,1,1,Beverages,Newbridge,Whisky - Scotch,Black & White,5.40,77.79,23.0000,52704,
109656,1,1,Beverages,Newbridge,White Wine Bottle,Borsari Pinot Grigio Garganega Italy 75cl,27.00,70.8,23.0000,52476,
109661,1,1,Beverages,Newbridge,White Wine Bottle,Copperfield Chenin Blanc South Africa 75cl,28.00,72.3,23.0000,52507,
109657,1,1,Beverages,Newbridge,White Wine Bottle,Lopez de Haro Rosado Spain 75cl,30.00,64.6,23.0000,52483,
109658,1,1,Beverages,Newbridge,White Wine Bottle,Marlborough Sun Sauvignon Blanc 75cl,39.00,64.5,23.0000,52491,
109659,1,1,Beverages,Newbridge,White Wine Bottle,Montanas Y Mar Sauvignon Blanc Chile 75cl,27.00,68.9,23.0000,52498,
109660,1,1,Beverages,Newbridge,White Wine Bottle,Solandia Grillo Italy 75cl,28.00,69.4,23.0000,52508,
109655,1,1,Beverages,Newbridge,White Wine Bottle,Tocornal Chardonnay Chile 75cl,27.00,70.2,23.0000,52475,
109663,2,4.2,Beverages,Newbridge,White Wine Glass,Borsari Pinot Grigio Garganega Italy 75cl,7.50,75,23.0000,52476,
109664,2,4.2,Beverages,Newbridge,White Wine Glass,Montanas Y Mar Sauvignon Blanc Chile 75cl,7.50,73.3,23.0000,52498,
109662,2,4.2,Beverages,Newbridge,White Wine Glass,Tocornal Chardonnay Chile 75cl,7.00,72.7,23.0000,52475,
107118,1,1,Beverages,Shelbourne Park Dublin,Bottled Beer,Can WCC Original 250ml,6.50,69.29,23.0000,52362,
107120,1,1,Beverages,Shelbourne Park Dublin,Bottled Beer,Can WCC Rose 250ml,6.50,69.29,23.0000,52364,
107060,1,1,Beverages,Shelbourne Park Dublin,Bottled Beer,L/N Birra Moretti 330ml,6.60,71.3,23.0000,52352,
107055,1,1,Beverages,Shelbourne Park Dublin,Bottled Beer,L/N Coors Light 330ml,6.60,78.61,23.0000,52348,
107061,1,1,Beverages,Shelbourne Park Dublin,Bottled Beer,L/N Desperados 330ml,6.70,69.42,23.0000,52353,
107058,1,1,Beverages,Shelbourne Park Dublin,Bottled Beer,L/N Heineken 0.0 330ml,5.50,77.47,23.0000,52351,
107052,1,1,Beverages,Shelbourne Park Dublin,Bottled Beer,L/N Heineken 355ml,6.60,74.79,23.0000,52346,
107064,1,1,Beverages,Shelbourne Park Dublin,Bottled Beer,L/N Peroni GF 330ml,6.60,72.05,23.0000,52357,
107116,1,1,Beverages,Shelbourne Park Dublin,Bottled Beer,L/N Smirnoff Ice 275ml,6.40,75.19,23.0000,52360,
107056,1,1,Beverages,Shelbourne Park Dublin,Bottled Beer,L/N Sol 330ml,6.60,76.53,23.0000,52349,
107117,1,1,Beverages,Shelbourne Park Dublin,Bottled Beer,L/N WKD Blue 275ml,6.40,77.3,23.0000,52361,
107063,1,1,Beverages,Shelbourne Park Dublin,Bottled Beer,PT BTL Orchard Thieves 568ml,7.30,60.8,23.0000,52356,
107057,1,1,Beverages,Shelbourne Park Dublin,Bottled Beer,PT BTL Smithwicks 568ml,6.00,60.37,23.0000,52350,
107937,1,1,Beverages,Shelbourne Park Dublin,Brandy,Hennessy,5.80,65.8,23.0000,52697,
107975,1,1,Beverages,Shelbourne Park Dublin,Brandy,Remy Martin VSOP,7.50,65.4,23.0000,52731,
107318,1,1,Beverages,Shelbourne Park Dublin,Champagne/Sparkling Bottle,Dogarina Prosecco Italy 75cl,32.00,67,23.0000,52488,
107315,1,1,Beverages,Shelbourne Park Dublin,Champagne/Sparkling Bottle,Lanson Black Label Brut France 75cl,90.00,45.83,23.0000,52486,
107351,1,1,Beverages,Shelbourne Park Dublin,Champagne/Sparkling Bottle,Lanson Rose Label France 75cl,110.00,43.16,23.0000,52511,
107350,1,1,Beverages,Shelbourne Park Dublin,Champagne/Sparkling Bottle,Segura Viudas Brut Reserva Cava Spain 75cl,40.00,59.18,23.0000,52510,
107935,1,1,Beverages,Shelbourne Park Dublin,Cocktails,Cosmopolitan,11.00,70,23.0000,52696,
107047,1,1,Beverages,Shelbourne Park Dublin,Draught Beer,GL Coors Light,3.60,63,23.0000,52340,
107051,1,1,Beverages,Shelbourne Park Dublin,Draught Beer,GL Fosters,2.90,59.62,23.0000,52345,
107043,1,1,Beverages,Shelbourne Park Dublin,Draught Beer,GL Guinness,3.40,63.5,23.0000,52335,
107046,1,1,Beverages,Shelbourne Park Dublin,Draught Beer,GL Heineken,3.60,63.02,23.0000,52338,
107048,1,1,Beverages,Shelbourne Park Dublin,Draught Beer,GL Moretti,4.00,61.2,23.0000,52342,
107050,1,1,Beverages,Shelbourne Park Dublin,Draught Beer,GL Murphys Red Ale,3.50,62.78,23.0000,52344,
107049,1,1,Beverages,Shelbourne Park Dublin,Draught Beer,GL Orchard Thieves,3.50,61.48,23.0000,52343,
107038,1,1,Beverages,Shelbourne Park Dublin,Draught Beer,PT Coors Light,7.00,62.49,23.0000,52330,
107044,1,1,Beverages,Shelbourne Park Dublin,Draught Beer,PT Fosters,5.50,57.42,23.0000,52336,
106467,1,1,Beverages,Shelbourne Park Dublin,Draught Beer,PT Guinness,6.60,60,23.0000,52105,
107028,1,1,Beverages,Shelbourne Park Dublin,Draught Beer,PT Heineken,7.00,62.49,23.0000,52326,
107041,1,1,Beverages,Shelbourne Park Dublin,Draught Beer,PT Moretti,7.90,61.2,23.0000,52333,
107031,1,1,Beverages,Shelbourne Park Dublin,Draught Beer,PT Murphys Red Ale,6.90,62.78,23.0000,52329,
107042,1,1,Beverages,Shelbourne Park Dublin,Draught Beer,PT Orchards Thieves,7.10,61.48,23.0000,52334,
107981,1,1,Beverages,Shelbourne Park Dublin,Gin,Brockman's Premium Gin,8.50,77.3,23.0000,52733,
107941,1,1,Beverages,Shelbourne Park Dublin,Gin,Cork Dry Gin,5.40,80.6,23.0000,52701,
107965,1,1,Beverages,Shelbourne Park Dublin,Gin,Glendalough Rose Gin,5.70,67.4,23.0000,52723,
107976,1,1,Beverages,Shelbourne Park Dublin,Gin,Glendalough Wild Botanical Gin,5.70,65.5,23.0000,52732,
107942,1,1,Beverages,Shelbourne Park Dublin,Gin,Gordons Original Gin,5.20,78,23.0000,52702,
107964,1,1,Beverages,Shelbourne Park Dublin,Gin,Hendricks Gin,8.00,73.78,23.0000,52722,
107355,1,1,Beverages,Shelbourne Park Dublin,Hot Beverages,Americano Coffee,3.20,88.16,23.0000,52517,
107360,1,1,Beverages,Shelbourne Park Dublin,Hot Beverages,Americano Coffee - Takeaway,2.80,78.45,23.0000,52524,
107357,1,1,Beverages,Shelbourne Park Dublin,Hot Beverages,Cappuccino Coffee,3.70,82.17,23.0000,52520,
107362,1,1,Beverages,Shelbourne Park Dublin,Hot Beverages,Cappuccino Coffee - Takeaway,2.90,69.52,23.0000,52525,
107358,1,1,Beverages,Shelbourne Park Dublin,Hot Beverages,Espresso Coffee,2.60,80.94,23.0000,52521,
107363,1,1,Beverages,Shelbourne Park Dublin,Hot Beverages,Espresso Coffee - Takeaway,2.60,72.31,23.0000,52526,
107366,1,1,Beverages,Shelbourne Park Dublin,Hot Beverages,Hot Chocolate,2.80,74.8,23.0000,52529,
107367,1,1,Beverages,Shelbourne Park Dublin,Hot Beverages,Hot Chocolate - Takeaway,2.80,66.8,23.0000,52530,
107356,1,1,Beverages,Shelbourne Park Dublin,Hot Beverages,Latte Coffee,3.70,83.56,23.0000,52518,
107364,1,1,Beverages,Shelbourne Park Dublin,Hot Beverages,Latte Coffee - Takeaway,2.90,71.29,23.0000,52527,
107365,1,1,Beverages,Shelbourne Park Dublin,Hot Beverages,Tea - Takeaway,2.30,79.59,23.0000,52528,
107354,1,1,Beverages,Shelbourne Park Dublin,Hot Beverages,Tea Cup,2.30,89.3,23.0000,52515,
107359,1,1,Beverages,Shelbourne Park Dublin,Hot Beverages,Tea Pot,2.30,77.99,23.0000,52523,
107950,1,1,Beverages,Shelbourne Park Dublin,Liqueurs,Archers Peach Schnapps,6.00,84.85,23.0000,52709,
107961,1,1,Beverages,Shelbourne Park Dublin,Liqueurs,Baileys Irish Cream,6.00,80,23.0000,52720,
107946,1,1,Beverages,Shelbourne Park Dublin,Liqueurs,Jagermeister,6.00,79.5,23.0000,52707,
107952,1,1,Beverages,Shelbourne Park Dublin,Liqueurs,Pernod,5.40,72.8,23.0000,52710,
107960,1,1,Beverages,Shelbourne Park Dublin,Liqueurs,Pimms,5.00,76.9,23.0000,52718,
107954,1,1,Beverages,Shelbourne Park Dublin,Liqueurs,Sambuca,6.00,75,23.0000,52712,
107974,1,1,Beverages,Shelbourne Park Dublin,Liqueurs,Tia Maria,6.00,82.5,23.0000,52730,
109364,1,1,Beverages,Shelbourne Park Dublin,Liqueurs Coffee,Baileys Coffee,6.90,80,23.0000,52727,
109365,1,1,Beverages,Shelbourne Park Dublin,Liqueurs Coffee,French Coffee,6.90,64.4,23.0000,52728,
109362,1,1,Beverages,Shelbourne Park Dublin,Liqueurs Coffee,Hot Irish Whiskey,6.00,69.9,23.0000,52724,
109366,1,1,Beverages,Shelbourne Park Dublin,Liqueurs Coffee,Hot Port,6.00,81.3,23.0000,52750,
109363,1,1,Beverages,Shelbourne Park Dublin,Liqueurs Coffee,Irish Coffee,6.90,70.5,23.0000,52725,
107184,1,1,Beverages,Shelbourne Park Dublin,Minerals & Splits,BT Apple Juice 200ml,3.00,88.08,23.0000,52393,
107158,1,1,Beverages,Shelbourne Park Dublin,Minerals & Splits,BT Cidona 440ml,3.50,69.5,23.0000,52373,
107125,1,1,Beverages,Shelbourne Park Dublin,Minerals & Splits,BT Coca Cola 200ml,3.00,75.4,23.0000,52366,
107185,1,1,Beverages,Shelbourne Park Dublin,Minerals & Splits,BT Coca Cola 500ml,3.00,58.57,23.0000,52394,
107156,1,1,Beverages,Shelbourne Park Dublin,Minerals & Splits,BT Coke Zero 200ml,3.00,77.1,23.0000,52371,
107183,1,1,Beverages,Shelbourne Park Dublin,Minerals & Splits,BT Coke Zero 500ml,2.70,57.88,23.0000,52391,
107162,1,1,Beverages,Shelbourne Park Dublin,Minerals & Splits,BT Cranberry Juice 200ml,3.00,74.38,23.0000,52376,
107132,1,1,Beverages,Shelbourne Park Dublin,Minerals & Splits,BT Diet Coke 200ml,3.00,77.1,23.0000,52367,
107219,1,1,Beverages,Shelbourne Park Dublin,Minerals & Splits,BT Diet Coke 500ml,3.00,62.09,23.0000,52436,
107220,1,1,Beverages,Shelbourne Park Dublin,Minerals & Splits,BT Elderflower Tonic Water 200ml,3.50,80.29,23.0000,52437,
107142,1,1,Beverages,Shelbourne Park Dublin,Minerals & Splits,BT Fanta Lemon 200ml,3.00,80,23.0000,52370,
107208,1,1,Beverages,Shelbourne Park Dublin,Minerals & Splits,BT Fanta Lemon 500ml,3.00,64.69,23.0000,52425,
107138,1,1,Beverages,Shelbourne Park Dublin,Minerals & Splits,BT Fanta Orange 200ml,3.00,80,23.0000,52369,
107206,1,1,Beverages,Shelbourne Park Dublin,Minerals & Splits,BT Fanta Orange 500ml,3.00,67.11,23.0000,52424,
107179,1,1,Beverages,Shelbourne Park Dublin,Minerals & Splits,BT Ginger Ale 125ml,2.50,78.49,23.0000,52385,
107159,1,1,Beverages,Shelbourne Park Dublin,Minerals & Splits,BT Lucozade,3.50,73.67,23.0000,52374,
107161,1,1,Beverages,Shelbourne Park Dublin,Minerals & Splits,BT Orange Juice 200ml,3.00,74.38,23.0000,52375,
107175,1,1,Beverages,Shelbourne Park Dublin,Minerals & Splits,BT Slimline Tonic 125ml,2.50,78.49,23.0000,52383,
107180,1,1,Beverages,Shelbourne Park Dublin,Minerals & Splits,BT Soda Water 125ml,2.50,78.49,23.0000,52387,
107164,1,1,Beverages,Shelbourne Park Dublin,Minerals & Splits,BT Sparkling Water 330ml,3.50,83.89,23.0000,52378,
107182,1,1,Beverages,Shelbourne Park Dublin,Minerals & Splits,BT Sparkling Water 500ml,3.00,89,23.0000,52389,
107170,1,1,Beverages,Shelbourne Park Dublin,Minerals & Splits,BT Sparkling Water 750ml,6.00,76.9,23.0000,52381,
107121,1,1,Beverages,Shelbourne Park Dublin,Minerals & Splits,BT Sprite Zero 200ml,3.00,79.96,23.0000,52365,
107189,1,1,Beverages,Shelbourne Park Dublin,Minerals & Splits,BT Sprite Zero 500ml,3.00,30.33,23.0000,52396,
107163,1,1,Beverages,Shelbourne Park Dublin,Minerals & Splits,BT Still Water 330ml,3.50,83.89,23.0000,52377,
107181,1,1,Beverages,Shelbourne Park Dublin,Minerals & Splits,BT Still Water 500ml,3.00,89,23.0000,52388,
107168,1,1,Beverages,Shelbourne Park Dublin,Minerals & Splits,BT Still Water 750ml,6.00,76.9,23.0000,52379,
